1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.100000020116567612e-03,1.000000000000000000e+00,-4.100000020116567612e-03
1.000000000000000000e+00,-4.095999989658594131e-03,1.000000000000000000e+00,-6.200500011444091797e+00
1.000000000000000000e+00,-1.313850021362304688e+01,1.000000000000000000e+00,-1.313850021362304688e+01
1.000000000000000000e+00,-1.373050022125244141e+01,1.000000000000000000e+00,-1.373050022125244141e+01
1.000000000000000000e+00,-1.433559989929199219e+01,1.000000000000000000e+00,-1.433559989929199219e+01
1.000000000000000000e+00,-6.200500011444091797e+00,1.049999952316284180e+00,-1.493668975830078125e+02
1.000000000000000000e+00,-1.313850021362304688e+01,1.049999952316284180e+00,-1.524676055908203125e+02
1.000000000000000000e+00,-1.373050022125244141e+01,1.049999952316284180e+00,-1.559781951904296875e+02
1.000000000000000000e+00,-1.433559989929199219e+01,1.049999952316284180e+00,-1.595287933349609375e+02
1.049999952316284180e+00,-1.493668975830078125e+02,1.049999952316284180e+00,-4.514578857421875000e+02
1.049999952316284180e+00,-1.524676055908203125e+02,1.049999952316284180e+00,-4.568367919921875000e+02
1.049999952316284180e+00,-1.559781951904296875e+02,1.049999952316284180e+00,-4.628989868164062500e+02
1.049999952316284180e+00,-1.595287933349609375e+02,1.049999952316284180e+00,-4.690010986328125000e+02
1.049999952316284180e+00,-4.514578857421875000e+02,1.049999952316284180e+00,-9.146519165039062500e+02
1.049999952316284180e+00,-4.568367919921875000e+02,1.049999952316284180e+00,-9.241419067382812500e+02
1.049999952316284180e+00,-4.628989868164062500e+02,1.049999952316284180e+00,-9.327556152343750000e+02
1.049999952316284180e+00,-4.690010986328125000e+02,1.049999952316284180e+00,-9.414093017578125000e+02
1.049999952316284180e+00,-9.146500244140625000e+02,1.049999952316284180e+00,-1.353099975585937500e+03
1.049999952316284180e+00,-9.241400146484375000e+02,1.049999952316284180e+00,-1.360199951171875000e+03
1.049999952316284180e+00,-9.327600097656250000e+02,1.049999952316284180e+00,-1.363900024414062500e+03
1.049999952316284180e+00,-9.414099731445312500e+02,1.049999952316284180e+00,-1.369900024414062500e+03
1.049999952316284180e+00,-1.353099975585937500e+03,1.049999952316284180e+00,-1.501900024414062500e+03
1.049999952316284180e+00,-1.360199951171875000e+03,1.049999952316284180e+00,-1.502300048828125000e+03
1.049999952316284180e+00,-1.363900024414062500e+03,1.049999952316284180e+00,-1.502300048828125000e+03
1.049999952316284180e+00,-1.369900024414062500e+03,1.049999952316284180e+00,-1.502300048828125000e+03
1.049999952316284180e+00,-1.501900024414062500e+03,1.049999952316284180e+00,-1.501900024414062500e+03
